File,Coordinates,Area,Value_1_Ratio,Value_2_Ratio,Value_3_Ratio,Value_4_Ratio,Value_5_Ratio,Value_6_Ratio,Value_7_Ratio,Value_8_Ratio,Value_9_Ratio,Value_10_Ratio
BJ_26_12,"(26, 12)",2378,0.8446,0.0415,0.0659,0.0358,0.0122
BJ_46_80,"(46, 80)",4266,0.0541,0.0001,0.0149,0.9303,0.0006
BJ_21_33,"(21, 33)",1944,0.2171,0.0004,0.7825
BJ_14_88,"(14, 88)",1362,0.2515,0.0001,0.0318,0.5533,0.1626,0.0007
BJ_35_46,"(35, 46)",3231,0.3037,0.005,0.1075,0.5838
BJ_13_81,"(13, 81)",1264,0.085,0.0001,0.1037,0.2393,0.5602,0.0117
BJ_28_17,"(28, 17)",2565,0.99,0.0019,0.0081
BJ_35_52,"(35, 52)",3237,0.047,0.0333,0.4178,0.464,0.0379
BJ_28_0,"(28, 0)",2548,0.4167,0.1197,0.1909,0.2432,0.0102,0.0193
BJ_21_27,"(21, 27)",1938,0.1789,0.0036,0.0992,0.7169,0.0014
BJ_19_37,"(19, 37)",1766,0.1918,0.0009,0.8073
BJ_42_33,"(42, 33)",3855,0.0578,0.078,0.0922,0.6918,0.0802
BJ_7_67,"(7, 67)",704,0.2089,0.0004,0.1145,0.2825,0.3796,0.0141
BJ_10_13,"(10, 13)",923,0.5406,0.011,0.2405,0.2079
BJ_7_73,"(7, 73)",710,0.3738,0.0263,0.549,0.0509
BJ_42_27,"(42, 27)",3849,0.3028,0.0146,0.0953,0.5837,0.0034,0.0002
BJ_19_23,"(19, 23)",1752,0.6197,0.0009,0.0072,0.3722
BJ_17_26,"(17, 26)",1573,0.1764,0.0001,0.8231,0.0004
BJ_0_52,"(0, 52)",52,0.0774,0.0001,0.1846,0.6155,0.1138,0.0086
BJ_9_76,"(9, 76)",895,0.2937,0.0001,0.0373,0.3332,0.3331,0.0026
BJ_2_2,"(2, 2)",184,0.6898,0.1391,0.1367,0.0344
BJ_11_4,"(11, 4)",1005,0.6525,0.3035,0.0136,0.03,0.0004
BJ_25_80,"(25, 80)",2355,0.3444,0.0202,0.1879,0.4458,0.0017
BJ_37_7,"(37, 7)",3374,0.9613,0.0045,0.0127,0.0207,0.0003,0.0005
BJ_9_62,"(9, 62)",881,0.1744,0.09,0.2473,0.4882,0.0001
BJ_17_32,"(17, 32)",1579,0.1605,0.0043,0.0043,0.8309
BJ_0_46,"(0, 46)",46,0.0926,0.0001,0.0983,0.676,0.0469,0.0861
BJ_22_89,"(22, 89)",2091,0.2493,0.0002,0.0919,0.2655,0.2141,0.0342,0.1448
BJ_45_12,"(45, 12)",4107,0.3751,0.0279,0.0509,0.5298,0.0102,0.0061
BJ_22_62,"(22, 62)",2064,0.1772,0.0459,0.2127,0.561,0.0032
BJ_36_17,"(36, 17)",3293,0.4305,0.0057,0.0335,0.5303
BJ_9_89,"(9, 89)",908,0.347,0.072,0.3173,0.174,0.0073,0.0824
BJ_22_76,"(22, 76)",2078,0.0775,0.0254,0.0771,0.8153,0.0047
BJ_25_57,"(25, 57)",2332,0.3687,0.0302,0.0514,0.5433,0.0012,0.0052
BJ_39_8,"(39, 8)",3557,0.6757,0.0818,0.1095,0.133
BJ_31_22,"(31, 22)",2843,0.9826,0.0028,0.0031,0.0115
BJ_31_36,"(31, 36)",2857,0.3897,0.0049,0.0401,0.5572,0.0062,0.0019
BJ_25_43,"(25, 43)",2318,0.2825,0.0004,0.7037,0.0134
BJ_0_85,"(0, 85)",85,0.3214,0.0003,0.0193,0.4353,0.2237
BJ_38_12,"(38, 12)",3470,0.6546,0.0389,0.1079,0.1956,0.0003,0.0027
BJ_25_42,"(25, 42)",2317,0.1188,0.0026,0.0055,0.8731
BJ_31_37,"(31, 37)",2858,0.2186,0.0001,0.0022,0.0428,0.7363
BJ_38_13,"(38, 13)",3471,0.472,0.0074,0.1702,0.3504
BJ_0_84,"(0, 84)",84,0.5025,0.0002,0.0214,0.4752,0.0007
BJ_0_90,"(0, 90)",90,0.4427,0.0012,0.0872,0.4295,0.0353,0.003,0.0011
BJ_31_23,"(31, 23)",2844,0.972,0.0036,0.0116,0.0128
BJ_39_9,"(39, 9)",3558,0.4337,0.0112,0.1497,0.4054
BJ_25_56,"(25, 56)",2331,0.2114,0.003,0.0364,0.7042,0.0421,0.0029
BJ_22_77,"(22, 77)",2079,0.0622,0.0323,0.0841,0.821,0.0004
BJ_36_16,"(36, 16)",3292,0.4205,0.0122,0.0229,0.5375,0.0039,0.003
BJ_22_63,"(22, 63)",2065,0.2495,0.0243,0.0704,0.6555,0.0003
BJ_9_88,"(9, 88)",907,0.0715,0.2857,0.5015,0.1366,0.0034,0.0012,0.0001
BJ_9_63,"(9, 63)",882,0.2845,0.0539,0.3751,0.2856,0.0009
BJ_37_6,"(37, 6)",3373,0.9949,0.0026,0.0025
BJ_25_81,"(25, 81)",2356,0.057,0.0295,0.108,0.7726,0.002,0.0306,0.0003
BJ_45_13,"(45, 13)",4108,0.314,0.04,0.0169,0.6072,0.0146,0.0073
BJ_22_88,"(22, 88)",2090,0.218,0.0119,0.379,0.3862,0.0049
BJ_0_47,"(0, 47)",47,0.013,0.0008,0.1278,0.5829,0.2686,0.0069
BJ_17_33,"(17, 33)",1580,0.2098,0.0137,0.0015,0.7572,0.0015,0.0163
BJ_0_53,"(0, 53)",53,0.2998,0.0422,0.3228,0.335,0.0002
BJ_17_27,"(17, 27)",1574,0.1499,0.0026,0.0106,0.8362,0.0007
BJ_11_5,"(11, 5)",1006,0.7902,0.0998,0.0344,0.0756
BJ_2_3,"(2, 3)",185,0.7764,0.0334,0.045,0.1452
BJ_9_77,"(9, 77)",896,0.059,0.0601,0.6054,0.2742,0.0013
BJ_42_26,"(42, 26)",3848,0.5566,0.0349,0.1298,0.1903,0.0019,0.0779,0.0086
BJ_7_72,"(7, 72)",709,0.2226,0.0748,0.4573,0.2453
BJ_19_22,"(19, 22)",1751,0.7131,0.2869
BJ_19_36,"(19, 36)",1765,0.173,0.0024,0.0001,0.823,0.0015
BJ_10_12,"(10, 12)",922,0.6384,0.0311,0.2745,0.0559,0.0001
BJ_7_66,"(7, 66)",703,0.1025,0.0006,0.1063,0.1904,0.5096,0.0906
BJ_42_32,"(42, 32)",3854,0.0939,0.076,0.6281,0.2006,0.0014
BJ_21_26,"(21, 26)",1937,0.0897,0.002,0.0381,0.8655,0.0047
BJ_28_1,"(28, 1)",2549,0.6845,0.0569,0.0152,0.2406,0.0028
BJ_35_53,"(35, 53)",3238,0.3267,0.0444,0.2113,0.4006,0.0085,0.0085
BJ_35_47,"(35, 47)",3232,0.2504,0.008,0.0469,0.6942,0.0005
BJ_14_89,"(14, 89)",1363,0.5046,0.0001,0.0447,0.2555,0.1951
BJ_21_32,"(21, 32)",1943,0.2351,0.0004,0.0254,0.739,0.0001
BJ_28_16,"(28, 16)",2564,0.9881,0.0023,0.0096
BJ_13_80,"(13, 80)",1263,0.1648,0.0094,0.1394,0.6845,0.0019
BJ_26_13,"(26, 13)",2379,0.8056,0.0222,0.0729,0.0993
BJ_41_88,"(41, 88)",3819,0.1221,0.0387,0.703,0.1175,0.0086,0.0101
BJ_32_66,"(32, 66)",2978,0.4604,0.3271,0.0992,0.0285,0.0094,0.0754
BJ_46_81,"(46, 81)",4267,0.2083,0.0125,0.3417,0.431,0.0065
BJ_32_72,"(32, 72)",2984,0.6037,0.0404,0.1898,0.1536,0.0002,0.0029,0.0094
BJ_41_77,"(41, 77)",3808,0.0216,0.0302,0.3636,0.571,0.0136
BJ_4_23,"(4, 23)",387,0.3077,0.1623,0.4993,0.0284,0.0023
BJ_13_57,"(13, 57)",1240,0.1258,0.0003,0.0178,0.8552,0.0009
BJ_35_90,"(35, 90)",3275,0.3324,0.0001,0.1542,0.3621,0.1473,0.0026,0.0013
BJ_35_4,"(35, 4)",3189,0.937,0.063
BJ_0_1,"(0, 1)",1,0.3499,0.0246,0.124,0.5002,0.0013
BJ_13_7,"(13, 7)",1190,0.1522,0.2191,0.4366,0.1671,0.025
BJ_35_84,"(35, 84)",3269,0.3493,0.0203,0.6028,0.0276
BJ_4_37,"(4, 37)",401,0.1334,0.0084,0.1698,0.6875,0.0009
BJ_13_43,"(13, 43)",1226,0.0854,0.0007,0.0175,0.8964
BJ_41_63,"(41, 63)",3794,0.0465,0.0001,0.0134,0.1918,0.7128,0.0354
BJ_46_42,"(46, 42)",4228,0.3188,0.0001,0.0282,0.3999,0.2524,0.0006
BJ_14_62,"(14, 62)",1336,0.1549,0.0019,0.002,0.8378,0.0034
BJ_3_16,"(3, 16)",289,0.4294,0.1343,0.1758,0.2266,0.0084,0.0246,0.0009
BJ_14_76,"(14, 76)",1350,0.1885,0.0007,0.187,0.2175,0.4026,0.002,0.0017
BJ_46_56,"(46, 56)",4242,0.3868,0.0659,0.4578,0.0853,0.0041,0.0001
BJ_23_23,"(23, 23)",2116,0.2173,0.0254,0.0237,0.7168,0.0168
BJ_37_56,"(37, 56)",3423,0.1271,0.0004,0.0399,0.7466,0.0855,0.0005
BJ_11_85,"(11, 85)",1086,0.1209,0.0147,0.4473,0.4128,0.0041,0.0002
BJ_37_42,"(37, 42)",3409,0.4738,0.0261,0.2819,0.2125,0.0057
BJ_8_8,"(8, 8)",736,0.4488,0.103,0.3245,0.0901,0.0336
BJ_23_37,"(23, 37)",2130,0.2349,0.0007,0.7637,0.0007
BJ_18_89,"(18, 89)",1727,0.3806,0.2979,0.0869,0.0023,0.0022,0.2278,0.0023
BJ_39_47,"(39, 47)",3596,0.3534,0.0121,0.2181,0.4113,0.0051
BJ_44_84,"(44, 84)",4088,0.1418,0.0299,0.2865,0.5376,0.0042
BJ_24_16,"(24, 16)",2200,0.9897,0.0069,0.0034
BJ_30_63,"(30, 63)",2793,0.1206,0.0733,0.1258,0.6629,0.0078,0.0095,0.0001
BJ_30_77,"(30, 77)",2807,0.1544,0.0143,0.2766,0.5546,0.0001
BJ_44_90,"(44, 90)",4094,0.4091,0.0289,0.5574,0.0027,0.0019
BJ_39_53,"(39, 53)",3602,0.4437,0.0847,0.3123,0.1339,0.007,0.0183,0.0001
BJ_20_8,"(20, 8)",1828,0.7282,0.0048,0.0031,0.2608,0.0031
BJ_18_76,"(18, 76)",1714,0.089,0.0012,0.0011,0.9086,0.0001
BJ_6_7,"(6, 7)",553,0.311,0.025,0.4658,0.1959,0.0023
BJ_15_1,"(15, 1)",1366,0.2246,0.0967,0.1069,0.4944,0.0774
BJ_43_72,"(43, 72)",3985,0.1661,0.0019,0.0123,0.8184,0.0013
BJ_6_26,"(6, 26)",572,0.3135,0.1219,0.2173,0.0233,0.0032,0.3208
BJ_11_52,"(11, 52)",1053,0.2304,0.0221,0.1302,0.6157,0.0016
BJ_30_88,"(30, 88)",2818,0.1461,0.0001,0.1127,0.3451,0.1839,0.0438,0.1683
BJ_6_32,"(6, 32)",578,0.3084,0.0096,0.3679,0.3141
BJ_11_46,"(11, 46)",1047,0.0981,0.0072,0.8947
BJ_43_66,"(43, 66)",3979,0.1569,0.0061,0.1445,0.6897,0.0028
BJ_33_2,"(33, 2)",3005,0.8715,0.1136,0.0128,0.0021
BJ_18_62,"(18, 62)",1700,0.1141,0.006,0.0255,0.8446,0.0042,0.0056
BJ_37_81,"(37, 81)",3448,0.1871,0.0002,0.0613,0.5424,0.1966,0.0124
BJ_44_47,"(44, 47)",4051,0.1755,0.0001,0.028,0.3129,0.4736,0.0099
BJ_39_84,"(39, 84)",3633,0.8654,0.0081,0.03,0.0831,0.0017,0.0117
BJ_16_67,"(16, 67)",1523,0.1445,0.0097,0.0595,0.7701,0.0162
BJ_1_13,"(1, 13)",104,0.5074,0.0527,0.2784,0.1547,0.0006,0.0062
BJ_8_37,"(8, 37)",765,0.1385,0.0002,0.0376,0.8227,0.001
BJ_8_23,"(8, 23)",751,0.351,0.0825,0.3316,0.1001,0.0388,0.0938,0.0022
BJ_16_73,"(16, 73)",1529,0.105,0.0005,0.0005,0.8938,0.0002
BJ_39_90,"(39, 90)",3639,0.1322,0.0025,0.0622,0.4682,0.3299,0.005
BJ_44_53,"(44, 53)",4057,0.572,0.0322,0.0688,0.2288,0.0068,0.0914
BJ_2_81,"(2, 81)",263,0.139,0.0003,0.2704,0.367,0.2212,0.0012,0.0009
BJ_27_47,"(27, 47)",2504,0.1565,0.0047,0.0126,0.8262
BJ_33_32,"(33, 32)",3035,0.3769,0.0136,0.0763,0.5278,0.0013,0.0041
BJ_5_88,"(5, 88)",543,0.1755,0.0313,0.2718,0.4261,0.0082,0.0871
BJ_33_26,"(33, 26)",3029,0.9951,0.0003,0.0046
BJ_27_53,"(27, 53)",2510,0.3695,0.6305
BJ_20_72,"(20, 72)",1892,0.1394,0.0352,0.1144,0.711
BJ_29_56,"(29, 56)",2695,0.1857,0.0092,0.0174,0.7794,0.0083
BJ_29_42,"(29, 42)",2681,0.0927,0.0004,0.0075,0.8916,0.0067,0.0011
BJ_34_13,"(34, 13)",3107,0.7466,0.0286,0.019,0.2058
BJ_20_66,"(20, 66)",1886,0.1953,0.8047
BJ_2_42,"(2, 42)",224,0.0225,0.0312,0.7573,0.1856,0.0034
BJ_15_36,"(15, 36)",1401,0.1639,0.8358,0.0003
BJ_17_3,"(17, 3)",1550,0.975,0.025
BJ_4_5,"(4, 5)",369,0.1622,0.0135,0.013,0.1824,0.0412,0.5871,0.0006
BJ_27_84,"(27, 84)",2541,0.0423,0.0001,0.0152,0.8676,0.0747,0.0001
BJ_27_90,"(27, 90)",2547,0.0023,0.1284,0.4537,0.3948,0.0208
BJ_31_0,"(31, 0)",2821,0.5373,0.4489,0.0047,0.0091
BJ_2_56,"(2, 56)",238,0.5148,0.0009,0.0263,0.4327,0.0001,0.0252
BJ_15_22,"(15, 22)",1387,0.1828,0.0604,0.0726,0.6517,0.0325
BJ_41_9,"(41, 9)",3740,0.1271,0.0905,0.3774,0.4045,0.0005
BJ_40_23,"(40, 23)",3663,0.0851,0.0544,0.0881,0.7582,0.0142
BJ_5_77,"(5, 77)",532,0.0272,0.0001,0.0379,0.4761,0.4584,0.0003
BJ_12_17,"(12, 17)",1109,0.3324,0.0142,0.0464,0.5983,0.0086,0.0001
BJ_5_63,"(5, 63)",518,0.1033,0.0001,0.033,0.0619,0.7204,0.0813
BJ_40_37,"(40, 37)",3677,0.1537,0.0536,0.0544,0.7332,0.0051
BJ_29_81,"(29, 81)",2720,0.1727,0.1467,0.6012,0.0794
BJ_5_75,"(5, 75)",530,0.0602,0.025,0.2568,0.6567,0.0013
BJ_40_21,"(40, 21)",3661,0.1738,0.0638,0.2657,0.4933,0.0034
BJ_2_68,"(2, 68)",250,0.1396,0.0143,0.7903,0.0001,0.0004,0.0519,0.0034
BJ_29_83,"(29, 83)",2722,0.0715,0.0001,0.0413,0.8037,0.0824,0.001
BJ_40_35,"(40, 35)",3675,0.1846,0.0151,0.3374,0.4606,0.0023
BJ_5_61,"(5, 61)",516,0.1166,0.0003,0.041,0.2477,0.5646,0.0298
BJ_12_15,"(12, 15)",1107,0.2405,0.0028,0.0727,0.6837,0.0003
BJ_27_86,"(27, 86)",2543,0.0486,0.0451,0.8833,0.023
BJ_22_8,"(22, 8)",2010,0.2363,0.0003,0.0003,0.763,0.0001
BJ_4_7,"(4, 7)",371,0.3125,0.047,0.2088,0.3512,0.0805
BJ_17_1,"(17, 1)",1548,0.7724,0.1326,0.0318,0.0575,0.0057
BJ_5_49,"(5, 49)",504,0.0857,0.0042,0.0088,0.9,0.0013
BJ_15_34,"(15, 34)",1399,0.1427,0.0003,0.857
BJ_2_40,"(2, 40)",222,0.3942,0.027,0.3504,0.2274,0.001
BJ_15_20,"(15, 20)",1385,0.1976,0.0397,0.1139,0.5804,0.0047,0.0637
BJ_2_54,"(2, 54)",236,0.0555,0.0944,0.0966,0.268,0.0065,0.479
BJ_12_29,"(12, 29)",1121,0.069,0.0037,0.9273
BJ_31_2,"(31, 2)",2823,0.7476,0.216,0.0098,0.026,0.0006
BJ_27_79,"(27, 79)",2536,0.2219,0.047,0.4551,0.2453,0.0243,0.0064
BJ_29_54,"(29, 54)",2693,0.2988,0.0003,0.0112,0.6897
BJ_20_70,"(20, 70)",1890,0.2576,0.0012,0.0782,0.3285,0.3136,0.0209
BJ_20_64,"(20, 64)",1884,0.1512,0.0001,0.0289,0.1426,0.6741,0.0031
BJ_34_11,"(34, 11)",3105,0.9622,0.0112,0.0246,0.002
BJ_33_18,"(33, 18)",3021,0.803,0.0008,0.0567,0.139,0.0005
BJ_29_40,"(29, 40)",2679,0.2961,0.0002,0.0195,0.6842
BJ_33_30,"(33, 30)",3033,0.1683,0.0005,0.0317,0.7943,0.0052
BJ_27_45,"(27, 45)",2502,0.1769,0.0001,0.8229,0.0001
BJ_29_68,"(29, 68)",2707,0.1116,0.0033,0.0447,0.8054,0.0012,0.0338
BJ_2_83,"(2, 83)",265,0.1436,0.1115,0.4781,0.2587,0.0081
BJ_34_39,"(34, 39)",3133,0.2251,0.0043,0.0195,0.75,0.0011
BJ_20_58,"(20, 58)",1878,0.1718,0.0006,0.007,0.8196,0.001
BJ_27_51,"(27, 51)",2508,0.205,0.0027,0.0508,0.7415
BJ_33_24,"(33, 24)",3027,0.459,0.0081,0.0002,0.5318,0.0009
BJ_8_35,"(8, 35)",763,0.2535,0.0071,0.0854,0.6517,0.0023
BJ_6_18,"(6, 18)",564,0.1658,0.0046,0.0065,0.822,0.0007,0.0004
BJ_18_48,"(18, 48)",1686,0.149,0.0002,0.8287,0.0046,0.0175
BJ_1_11,"(1, 11)",102,0.1184,0.1549,0.553,0.1703,0.0034
BJ_16_65,"(16, 65)",1521,0.1114,0.0345,0.3416,0.5011,0.0114
BJ_39_86,"(39, 86)",3635,0.0224,0.0001,0.0079,0.0967,0.8692,0.0037
BJ_44_45,"(44, 45)",4049,0.1081,0.0164,0.0596,0.8149,0.0009,0.0001
BJ_44_51,"(44, 51)",4055,0.3057,0.113,0.2448,0.2392,0.0127,0.0801,0.0045
BJ_16_71,"(16, 71)",1527,0.378,0.0058,0.0784,0.5343,0.0035
BJ_11_78,"(11, 78)",1079,0.3137,0.1333,0.1946,0.339,0.0176,0.0018
BJ_8_21,"(8, 21)",749,0.0877,0.018,0.1522,0.3087,0.0053,0.4281
BJ_43_58,"(43, 58)",3971,0.2571,0.1019,0.1402,0.4308,0.0699,0.0001
BJ_11_50,"(11, 50)",1051,0.3231,0.0235,0.2324,0.4196,0.0014
BJ_6_24,"(6, 24)",570,0.0965,0.2872,0.5801,0.0353,0.0001,0.0008
BJ_43_70,"(43, 70)",3983,0.3111,0.0133,0.1381,0.5295,0.008
BJ_44_79,"(44, 79)",4083,0.3435,0.0394,0.1402,0.139,0.0035,0.2261,0.1083
BJ_15_3,"(15, 3)",1368,0.9414,0.0178,0.0019,0.0383,0.0006
BJ_6_5,"(6, 5)",551,0.2075,0.0161,0.0286,0.2564,0.0004,0.49,0.001
BJ_18_74,"(18, 74)",1712,0.1393,0.0002,0.0003,0.8597,0.0005
BJ_16_59,"(16, 59)",1515,0.062,0.0022,0.0463,0.041,0.8136,0.0349
BJ_1_39,"(1, 39)",130,0.2186,0.028,0.0339,0.7109,0.0086
BJ_37_83,"(37, 83)",3450,0.401,0.0001,0.0459,0.2383,0.3129,0.0018
BJ_18_60,"(18, 60)",1698,0.1611,0.001,0.0004,0.8014,0.0063,0.0298
BJ_33_0,"(33, 0)",3003,0.9465,0.0442,0.0031,0.0062
BJ_43_64,"(43, 64)",3977,0.4263,0.024,0.2887,0.2566,0.0044
BJ_43_9,"(43, 9)",3922,0.131,0.0221,0.2866,0.5577,0.0026
BJ_11_44,"(11, 44)",1045,0.0563,0.0016,0.0096,0.9317,0.0008
BJ_6_30,"(6, 30)",576,0.2438,0.0272,0.1308,0.5967,0.0008,0.0007
BJ_30_61,"(30, 61)",2791,0.0879,0.0001,0.1002,0.1262,0.6479,0.0377
BJ_24_14,"(24, 14)",2198,0.9643,0.0078,0.0155,0.0124
BJ_44_86,"(44, 86)",4090,0.2617,0.0342,0.2911,0.413
BJ_39_45,"(39, 45)",3594,0.1217,0.0489,0.2341,0.5935,0.0018
BJ_37_68,"(37, 68)",3435,0.0332,0.1574,0.7529,0.0565
BJ_39_51,"(39, 51)",3600,0.2244,0.1156,0.3468,0.2828,0.0044,0.0259,0.0001
BJ_30_75,"(30, 75)",2805,0.2925,0.0001,0.0224,0.2275,0.4464,0.0084,0.0027
BJ_24_28,"(24, 28)",2212,0.2276,0.0095,0.0023,0.7584,0.0022
BJ_39_79,"(39, 79)",3628,0.0373,0.0334,0.3895,0.5293,0.0105
BJ_37_54,"(37, 54)",3421,0.1991,0.0001,0.1121,0.6086,0.0801
BJ_23_21,"(23, 21)",2114,0.5325,0.1283,0.0668,0.2692,0.0032
BJ_23_35,"(23, 35)",2128,0.2128,0.0005,0.7867
BJ_37_40,"(37, 40)",3407,0.2279,0.0211,0.0043,0.7379,0.0088
BJ_30_49,"(30, 49)",2779,0.3803,0.0066,0.2788,0.3208,0.0037,0.0098
BJ_11_87,"(11, 87)",1088,0.285,0.0004,0.149,0.3752,0.0449,0.0123,0.1332
BJ_3_14,"(3, 14)",287,0.4337,0.0222,0.2087,0.3244,0.0003,0.0107
BJ_14_60,"(14, 60)",1334,0.4191,0.001,0.0237,0.5508,0.0011,0.0043
BJ_46_40,"(46, 40)",4226,0.23,0.0768,0.6491,0.0395,0.0046
BJ_41_49,"(41, 49)",3780,0.3229,0.0001,0.0353,0.6012,0.0405
BJ_13_69,"(13, 69)",1252,0.2724,0.001,0.1145,0.2329,0.3792
BJ_46_54,"(46, 54)",4240,0.4361,0.0278,0.1954,0.3406,0.0001
BJ_14_74,"(14, 74)",1348,0.1705,0.0001,0.0029,0.1151,0.7082,0.0032
BJ_35_6,"(35, 6)",3191,0.9716,0.0261,0.0023
BJ_3_28,"(3, 28)",301,0.0557,0.1646,0.4963,0.2822,0.0012
BJ_13_55,"(13, 55)",1238,0.1398,0.0418,0.0889,0.7212,0.0078,0.0005
BJ_4_21,"(4, 21)",385,0.1478,0.077,0.3598,0.3651,0.0503
BJ_41_75,"(41, 75)",3806,0.118,0.0036,0.0866,0.7901,0.0017
BJ_41_61,"(41, 61)",3792,0.0142,0.0023,0.042,0.9314,0.0101
BJ_13_41,"(13, 41)",1224,0.1674,0.0002,0.0001,0.8301,0.0017,0.0005
BJ_4_35,"(4, 35)",399,0.2622,0.0037,0.0095,0.722,0.0014,0.0012
BJ_35_86,"(35, 86)",3271,0.2705,0.0729,0.3884,0.0821,0.0081,0.1777,0.0003
BJ_13_5,"(13, 5)",1188,0.9232,0.0595,0.0173
BJ_0_3,"(0, 3)",3,0.5514,0.1546,0.1551,0.1371,0.0018
BJ_14_48,"(14, 48)",1322,0.3339,0.0001,0.0007,0.6368,0.0005,0.028
BJ_46_68,"(46, 68)",4254,0.2607,0.0046,0.1465,0.5801,0.0077,0.0004
BJ_21_18,"(21, 18)",1929,0.1249,0.8751
BJ_46_83,"(46, 83)",4269,0.3752,0.0172,0.1309,0.4743,0.0024
BJ_32_64,"(32, 64)",2976,0.2416,0.0004,0.1378,0.567,0.0256,0.0062,0.0214
BJ_26_11,"(26, 11)",2377,0.7209,0.0157,0.0527,0.2107
BJ_28_28,"(28, 28)",2576,0.1172,0.0171,0.0124,0.0075,0.002,0.7596,0.0842
BJ_32_70,"(32, 70)",2982,0.2678,0.0053,0.2409,0.4848,0.0012
BJ_35_79,"(35, 79)",3264,0.0285,0.0604,0.7265,0.1821,0.0025
BJ_35_51,"(35, 51)",3236,0.0266,0.0866,0.5444,0.3403,0.0021
BJ_21_24,"(21, 24)",1935,0.2163,0.0006,0.0111,0.7716,0.0004
BJ_28_3,"(28, 3)",2551,0.5255,0.1244,0.0613,0.2558,0.0202,0.0095,0.0033
BJ_32_58,"(32, 58)",2970,0.4145,0.0113,0.0132,0.5473,0.0137
BJ_13_82,"(13, 82)",1265,0.0873,0.1146,0.3219,0.4594,0.0168
BJ_28_14,"(28, 14)",2562,0.9581,0.0202,0.0217
BJ_26_39,"(26, 39)",2405,0.2546,0.0042,0.7412
BJ_21_30,"(21, 30)",1941,0.2788,0.0025,0.0134,0.705,0.0003
BJ_35_45,"(35, 45)",3230,0.3353,0.003,0.0119,0.5941,0.0001,0.0556
BJ_0_79,"(0, 79)",79,0.0625,0.0256,0.4647,0.4399,0.0073
BJ_19_20,"(19, 20)",1749,0.2369,0.0001,0.0004,0.7602,0.0024
BJ_7_70,"(7, 70)",707,0.0865,0.0014,0.2074,0.6395,0.061,0.0042
BJ_42_24,"(42, 24)",3846,0.4301,0.0327,0.1658,0.2267,0.001,0.1437
BJ_42_30,"(42, 30)",3852,0.2649,0.0174,0.0152,0.6985,0.004
BJ_7_64,"(7, 64)",701,0.1306,0.0477,0.4272,0.3842,0.0095,0.0008
BJ_9_49,"(9, 49)",868,0.1065,0.01,0.0079,0.8718,0.002,0.0018
BJ_10_10,"(10, 10)",920,0.5242,0.0197,0.0707,0.3846,0.0007,0.0001
BJ_17_19,"(17, 19)",1566,0.1268,0.0109,0.1201,0.733,0.0092
BJ_19_34,"(19, 34)",1763,0.4159,0.0004,0.0004,0.3043,0.0027,0.2763
BJ_45_39,"(45, 39)",4134,0.3363,0.0639,0.3735,0.2249,0.0014
BJ_17_31,"(17, 31)",1578,0.16,0.0074,0.008,0.8246
BJ_0_45,"(0, 45)",45,0.1518,0.0192,0.7696,0.059,0.0004
BJ_45_11,"(45, 11)",4106,0.4952,0.0286,0.1733,0.3025,0.0002,0.0001,0.0001
BJ_42_18,"(42, 18)",3840,0.5887,0.0275,0.0296,0.0638,0.0099,0.2774,0.0031
BJ_25_83,"(25, 83)",2358,0.4051,0.0482,0.1886,0.3474,0.0085,0.0022
BJ_37_4,"(37, 4)",3371,0.965,0.035
BJ_10_38,"(10, 38)",948,0.1594,0.0143,0.0257,0.798,0.0026
BJ_9_61,"(9, 61)",880,0.107,0.0001,0.1015,0.1175,0.6714,0.0025
BJ_7_58,"(7, 58)",695,0.1021,0.0035,0.0273,0.8587,0.0084
BJ_9_75,"(9, 75)",894,0.0483,0.0008,0.0454,0.4817,0.4225,0.0013
BJ_2_1,"(2, 1)",183,0.6309,0.0422,0.254,0.0729
BJ_11_7,"(11, 7)",1008,0.5619,0.1086,0.2481,0.0713,0.0101
BJ_17_25,"(17, 25)",1572,0.3008,0.007,0.0022,0.689,0.001
BJ_0_51,"(0, 51)",51,0.0854,0.0805,0.6633,0.1696,0.0012
BJ_22_75,"(22, 75)",2077,0.2261,0.0613,0.1743,0.3909,0.0896,0.0578
BJ_25_68,"(25, 68)",2343,0.1632,0.0025,0.1714,0.5601,0.1024,0.0004
BJ_22_61,"(22, 61)",2063,0.2327,0.0377,0.2398,0.4876,0.0022
BJ_36_14,"(36, 14)",3290,0.6064,0.0009,0.0208,0.3719
BJ_38_39,"(38, 39)",3497,0.131,0.0188,0.056,0.7857,0.0085
BJ_22_49,"(22, 49)",2051,0.1654,0.0015,0.0001,0.833
BJ_0_86,"(0, 86)",86,0.1741,0.0143,0.3392,0.4714,0.001
BJ_38_11,"(38, 11)",3469,0.3609,0.012,0.1265,0.4945,0.0039,0.0022
BJ_31_35,"(31, 35)",2856,0.4378,0.0103,0.1115,0.4397,0.0005,0.0002
BJ_25_40,"(25, 40)",2315,0.1784,0.0001,0.8185,0.003
BJ_25_54,"(25, 54)",2329,0.1391,0.0009,0.0028,0.8488,0.0025,0.0059
BJ_31_21,"(31, 21)",2842,0.9969,0.0008,0.0023
BJ_36_28,"(36, 28)",3304,0.2956,0.0439,0.1351,0.52,0.0054
BJ_31_20,"(31, 20)",2841,0.9985,0.0015
