File,Coordinates,Area,Value_1_Ratio,Value_2_Ratio,Value_3_Ratio,Value_4_Ratio,Value_5_Ratio,Value_6_Ratio,Value_7_Ratio,Value_8_Ratio,Value_9_Ratio,Value_10_Ratio
BJ_2_46,"(2, 46)",228,0.2163,0.0048,0.5097,0.2692
BJ_20_89,"(20, 89)",1909,0.436,0.0348,0.2006,0.0304,0.0099,0.2882,0.0001
BJ_29_85,"(29, 85)",2724,0.0738,0.0351,0.3857,0.5048,0.0006
BJ_40_33,"(40, 33)",3673,0.1338,0.0198,0.0059,0.6804,0.1601
BJ_5_67,"(5, 67)",522,0.0692,0.003,0.1293,0.6535,0.1221,0.0229
BJ_12_13,"(12, 13)",1105,0.1582,0.0199,0.2097,0.6116,0.0006
BJ_5_73,"(5, 73)",528,0.4557,0.0007,0.0558,0.3326,0.0716,0.0137,0.0698,0.0001
BJ_40_27,"(40, 27)",3667,0.0774,0.0001,0.0957,0.1457,0.6012,0.0799
BJ_27_57,"(27, 57)",2514,0.4801,0.0114,0.0649,0.4404,0.0032
BJ_19_8,"(19, 8)",1737,0.5306,0.0054,0.0011,0.4573,0.0056
BJ_33_22,"(33, 22)",3025,0.0534,0.0055,0.0738,0.8559,0.0079,0.0035
BJ_33_36,"(33, 36)",3039,0.1268,0.0003,0.0007,0.8722
BJ_27_43,"(27, 43)",2500,0.1522,0.0177,0.0086,0.7953,0.0071,0.0191
BJ_2_85,"(2, 85)",267,0.1686,0.048,0.5661,0.2092,0.0081
BJ_20_62,"(20, 62)",1882,0.1704,0.0055,0.017,0.8071
BJ_34_17,"(34, 17)",3111,0.183,0.0129,0.0438,0.7601,0.0002
BJ_29_46,"(29, 46)",2685,0.2312,0.0003,0.0002,0.7681,0.0002
BJ_29_52,"(29, 52)",2691,0.281,0.0072,0.7117,0.0001
BJ_20_76,"(20, 76)",1896,0.3516,0.0464,0.0505,0.4082,0.0049,0.1384
BJ_37_85,"(37, 85)",3452,0.5164,0.0026,0.136,0.1634,0.1679,0.0137
BJ_18_66,"(18, 66)",1704,0.3159,0.0104,0.0607,0.5974,0.0006,0.015
BJ_33_6,"(33, 6)",3009,0.7284,0.2229,0.0286,0.0201
BJ_43_62,"(43, 62)",3975,0.0807,0.0065,0.2377,0.6219,0.0532
BJ_11_42,"(11, 42)",1043,0.1642,0.0005,0.0005,0.8342,0.0006
BJ_6_36,"(6, 36)",582,0.193,0.0014,0.7993,0.0063
BJ_11_56,"(11, 56)",1057,0.0981,0.0142,0.0086,0.8774,0.0017
BJ_6_22,"(6, 22)",568,0.1823,0.0321,0.5782,0.206,0.0014
BJ_43_76,"(43, 76)",3989,0.2091,0.0232,0.0683,0.6979,0.0015
BJ_6_3,"(6, 3)",549,0.4566,0.0418,0.1864,0.3004,0.0148
BJ_15_5,"(15, 5)",1370,0.5616,0.0296,0.0049,0.2399,0.164
BJ_18_72,"(18, 72)",1710,0.0977,0.0003,0.8991,0.001,0.0019
BJ_44_57,"(44, 57)",4061,0.3949,0.0606,0.1842,0.3422,0.0181
BJ_16_77,"(16, 77)",1533,0.1687,0.0027,0.01,0.818,0.0006
BJ_8_27,"(8, 27)",755,0.1254,0.0015,0.034,0.8371,0.0017,0.0003
BJ_8_33,"(8, 33)",761,0.1111,0.0068,0.1541,0.7267,0.0013
BJ_1_17,"(1, 17)",108,0.2984,0.0188,0.0227,0.6389,0.0084,0.0128
BJ_16_63,"(16, 63)",1519,0.7178,0.0068,0.1116,0.1638
BJ_39_80,"(39, 80)",3629,0.1485,0.0001,0.0124,0.2324,0.6042,0.0024
BJ_44_43,"(44, 43)",4047,0.2592,0.1051,0.3816,0.2434,0.0106,0.0001
BJ_23_33,"(23, 33)",2126,0.3108,0.6639,0.0038,0.0215
BJ_16_88,"(16, 88)",1544,0.5704,0.0003,0.0585,0.241,0.1114,0.0009,0.0175
BJ_37_46,"(37, 46)",3413,0.1448,0.0007,0.0079,0.8414,0.0004,0.0048
BJ_11_81,"(11, 81)",1082,0.0898,0.0005,0.0723,0.466,0.3309,0.0086,0.0319
BJ_37_52,"(37, 52)",3419,0.3005,0.002,0.626,0.0533,0.0016,0.015,0.0016
BJ_23_27,"(23, 27)",2120,0.4023,0.0728,0.094,0.4288,0.0021
BJ_39_57,"(39, 57)",3606,0.5276,0.0175,0.133,0.3213,0.0006
BJ_30_73,"(30, 73)",2803,0.4282,0.1117,0.0729,0.2485,0.1279,0.008,0.0028
BJ_30_67,"(30, 67)",2797,0.1523,0.0534,0.4462,0.3296,0.0185
BJ_43_89,"(43, 89)",4002,0.1734,0.0011,0.0372,0.7617,0.0208,0.0034,0.0024
BJ_24_12,"(24, 12)",2196,0.2732,0.0049,0.0016,0.5532,0.1671
BJ_44_80,"(44, 80)",4084,0.5172,0.0003,0.0175,0.4111,0.0516,0.001,0.0013
BJ_39_43,"(39, 43)",3592,0.1231,0.034,0.288,0.5546,0.0003
BJ_41_67,"(41, 67)",3798,0.0121,0.6111,0.376,0.0008
BJ_13_47,"(13, 47)",1230,0.2553,0.0008,0.7439
BJ_32_89,"(32, 89)",3001,0.0746,0.0003,0.0421,0.6354,0.2369,0.0107
BJ_4_33,"(4, 33)",397,0.1821,0.0002,0.0466,0.0803,0.6889,0.0019
BJ_35_80,"(35, 80)",3265,0.1069,0.1289,0.5329,0.2192,0.0121
BJ_0_5,"(0, 5)",5,0.355,0.0694,0.3742,0.199,0.0024
BJ_13_3,"(13, 3)",1186,0.8451,0.1549
BJ_35_0,"(35, 0)",3185,0.8856,0.1054,0.0089,0.0001
BJ_13_53,"(13, 53)",1236,0.1525,0.0062,0.009,0.827,0.0012,0.0041
BJ_4_27,"(4, 27)",391,0.1355,0.0478,0.4251,0.3888,0.0028
BJ_45_9,"(45, 9)",4104,0.5827,0.0261,0.1698,0.2211,0.0003
BJ_41_73,"(41, 73)",3804,0.3145,0.0073,0.1426,0.505,0.0306
BJ_46_52,"(46, 52)",4238,0.0436,0.0005,0.0297,0.6791,0.2426,0.0045
BJ_14_72,"(14, 72)",1346,0.1868,0.0001,0.0133,0.0323,0.7625,0.005
BJ_3_12,"(3, 12)",285,0.3095,0.0846,0.136,0.4664,0.0035
BJ_14_66,"(14, 66)",1340,0.3552,0.0475,0.4595,0.1364,0.0014
BJ_46_46,"(46, 46)",4232,0.2675,0.0001,0.0464,0.2796,0.3979,0.0081,0.0004
BJ_13_84,"(13, 84)",1267,0.0851,0.0012,0.1581,0.5461,0.1494,0.0156,0.0397,0.0048
BJ_28_12,"(28, 12)",2560,0.9463,0.0481,0.0056
BJ_21_36,"(21, 36)",1947,0.2007,0.7992,0.0001
BJ_35_43,"(35, 43)",3228,0.5334,0.0035,0.0566,0.3912,0.0052,0.0101
BJ_35_57,"(35, 57)",3242,0.1968,0.0173,0.0593,0.4453,0.2813
BJ_28_5,"(28, 5)",2553,0.5875,0.0799,0.0869,0.245,0.0007
BJ_21_22,"(21, 22)",1933,0.1789,0.001,0.0114,0.8009,0.0078
BJ_13_90,"(13, 90)",1273,0.3012,0.0006,0.0615,0.5525,0.0838,0.0004
BJ_32_76,"(32, 76)",2988,0.2281,0.0652,0.1889,0.4911,0.0196,0.0071
BJ_46_85,"(46, 85)",4271,0.0287,0.0033,0.0585,0.9008,0.0078,0.0009
BJ_32_62,"(32, 62)",2974,0.1956,0.0002,0.0229,0.2683,0.4725,0.0007,0.0398
BJ_26_17,"(26, 17)",2383,0.9848,0.0032,0.0001,0.0119
BJ_9_73,"(9, 73)",892,0.1781,0.0001,0.1092,0.111,0.499,0.0393,0.0633
BJ_24_8,"(24, 8)",2192,0.1698,0.0127,0.1096,0.5831,0.01,0.1148
BJ_11_1,"(11, 1)",1002,0.8027,0.0894,0.0038,0.0967,0.0074
BJ_2_7,"(2, 7)",189,0.3252,0.0271,0.1818,0.4646,0.0013
BJ_17_23,"(17, 23)",1570,0.1192,0.0004,0.8801,0.0003
BJ_0_57,"(0, 57)",57,0.0406,0.0187,0.0233,0.9156,0.0018
BJ_17_37,"(17, 37)",1584,0.1648,0.8275,0.0022,0.0055
BJ_0_43,"(0, 43)",43,0.15,0.1203,0.3926,0.3223,0.0148
BJ_45_17,"(45, 17)",4112,0.5325,0.0129,0.0922,0.3624
BJ_25_85,"(25, 85)",2360,0.2224,0.0595,0.5861,0.1293,0.0027
BJ_37_2,"(37, 2)",3369,0.9719,0.028,0.0001
BJ_9_67,"(9, 67)",886,0.1887,0.1379,0.2612,0.3139,0.0361,0.0622
BJ_42_36,"(42, 36)",3858,0.1065,0.0415,0.6194,0.2326
BJ_7_62,"(7, 62)",699,0.1192,0.0106,0.0919,0.7782,0.0001
BJ_10_16,"(10, 16)",926,0.3865,0.0266,0.0567,0.5299,0.0003
BJ_19_32,"(19, 32)",1761,0.307,0.001,0.0001,0.6623,0.0008,0.0288
BJ_19_26,"(19, 26)",1755,0.2222,0.0017,0.0038,0.7718,0.0005
BJ_7_76,"(7, 76)",713,0.3027,0.1452,0.229,0.23,0.0036,0.0895
BJ_42_22,"(42, 22)",3844,0.37,0.0228,0.2537,0.326,0.0001,0.0274
BJ_25_52,"(25, 52)",2327,0.642,0.0442,0.3117,0.0017,0.0004
BJ_31_27,"(31, 27)",2848,0.4412,0.0025,0.0228,0.5237,0.0098
BJ_0_80,"(0, 80)",80,0.3743,0.0001,0.0168,0.5806,0.0282
BJ_38_17,"(38, 17)",3475,0.2622,0.0204,0.1354,0.5739,0.0034,0.0047
BJ_31_33,"(31, 33)",2854,0.3885,0.0381,0.0279,0.4757,0.0029,0.0278,0.0391
BJ_7_89,"(7, 89)",726,0.3326,0.0901,0.2512,0.1272,0.0106,0.1883
BJ_25_46,"(25, 46)",2321,0.3337,0.6663
BJ_22_67,"(22, 67)",2069,0.3602,0.0001,0.2449,0.1774,0.2119,0.0008,0.0047
BJ_36_12,"(36, 12)",3288,0.2475,0.0283,0.4743,0.2462,0.0037
BJ_22_73,"(22, 73)",2075,0.1645,0.0315,0.3739,0.2967,0.0035,0.1299
BJ_22_72,"(22, 72)",2074,0.2148,0.0021,0.1322,0.3703,0.2349,0.0036,0.0421
BJ_36_13,"(36, 13)",3289,0.7171,0.0176,0.0858,0.177,0.0018,0.0007
BJ_22_66,"(22, 66)",2068,0.4448,0.0001,0.2244,0.1618,0.1676,0.0013
BJ_38_16,"(38, 16)",3474,0.3187,0.131,0.1328,0.4001,0.0057,0.0117
BJ_0_81,"(0, 81)",81,0.1934,0.0001,0.0306,0.7754,0.0005
BJ_25_47,"(25, 47)",2322,0.3392,0.0007,0.6601
BJ_7_88,"(7, 88)",725,0.1677,0.0007,0.1459,0.429,0.2522,0.0045
BJ_31_32,"(31, 32)",2853,0.4712,0.0321,0.0941,0.2421,0.0018,0.1513,0.0074
BJ_31_26,"(31, 26)",2847,0.6191,0.0006,0.379,0.0013
BJ_25_53,"(25, 53)",2328,0.6048,0.0005,0.0031,0.3897,0.0019
BJ_19_27,"(19, 27)",1756,0.0725,0.0003,0.9272
BJ_42_23,"(42, 23)",3845,0.3739,0.0308,0.1941,0.3325,0.0029,0.0658
BJ_7_77,"(7, 77)",714,0.1931,0.0001,0.0806,0.6412,0.0843,0.0007
BJ_10_17,"(10, 17)",927,0.4521,0.0298,0.0867,0.4207,0.0107
BJ_7_63,"(7, 63)",700,0.0528,0.0053,0.0109,0.931
BJ_42_37,"(42, 37)",3859,0.245,0.048,0.2466,0.3652,0.0122,0.083
BJ_19_33,"(19, 33)",1762,0.3627,0.0018,0.0058,0.2965,0.0057,0.3275
BJ_45_16,"(45, 16)",4111,0.2141,0.0842,0.3804,0.3186,0.0027
BJ_0_42,"(0, 42)",42,0.0264,0.0001,0.108,0.4898,0.3757
BJ_17_36,"(17, 36)",1583,0.1424,0.8576
BJ_9_66,"(9, 66)",885,0.1344,0.0001,0.0672,0.2669,0.5263,0.0051
BJ_37_3,"(37, 3)",3370,0.9721,0.0256,0.0023
BJ_25_84,"(25, 84)",2359,0.2147,0.0003,0.0303,0.1739,0.5742,0.0065,0.0001
BJ_25_90,"(25, 90)",2365,0.2166,0.0564,0.0714,0.6404,0.013,0.0011,0.0011
BJ_2_6,"(2, 6)",188,0.4641,0.0211,0.2051,0.3076,0.0021
BJ_11_0,"(11, 0)",1001,0.5255,0.0985,0.009,0.2401,0.1269
BJ_24_9,"(24, 9)",2193,0.1006,0.0039,0.0017,0.8862,0.0041,0.0035
BJ_9_72,"(9, 72)",891,0.2794,0.0009,0.073,0.3761,0.2611,0.0046,0.0049
BJ_0_56,"(0, 56)",56,0.114,0.0156,0.335,0.5136,0.0218
BJ_17_22,"(17, 22)",1569,0.2514,0.0032,0.0002,0.7438,0.0014
BJ_46_84,"(46, 84)",4270,0.2139,0.0263,0.2955,0.4449,0.0001,0.0028,0.0165
BJ_26_16,"(26, 16)",2382,0.712,0.0322,0.0683,0.1835,0.004
BJ_32_63,"(32, 63)",2975,0.068,0.0004,0.0276,0.587,0.3125,0.0045
BJ_32_77,"(32, 77)",2989,0.1474,0.0225,0.0631,0.7656,0.0014
BJ_46_90,"(46, 90)",4276,0.0821,0.1453,0.4972,0.2742,0.0012
BJ_21_23,"(21, 23)",1934,0.1877,0.0115,0.0328,0.7677,0.0003
BJ_28_4,"(28, 4)",2552,0.4211,0.0668,0.0336,0.4326,0.0073,0.0386
BJ_35_56,"(35, 56)",3241,0.2365,0.016,0.4706,0.2519,0.025
BJ_28_13,"(28, 13)",2561,0.9158,0.0834,0.0008
BJ_13_85,"(13, 85)",1268,0.4347,0.0001,0.0969,0.2824,0.005,0.0058,0.1645,0.0106
BJ_35_42,"(35, 42)",3227,0.8148,0.0112,0.1565,0.0175
BJ_21_37,"(21, 37)",1948,0.2344,0.7651,0.0005
BJ_46_47,"(46, 47)",4233,0.2688,0.0354,0.1883,0.494,0.0135
BJ_14_67,"(14, 67)",1341,0.0918,0.0004,0.0598,0.6443,0.2035,0.0002
BJ_3_13,"(3, 13)",286,0.2599,0.0698,0.5628,0.0973,0.003,0.0064,0.0008
BJ_14_73,"(14, 73)",1347,0.2339,0.0058,0.0851,0.6714,0.0038
BJ_46_53,"(46, 53)",4239,0.2544,0.0224,0.4498,0.246,0.0274
BJ_35_1,"(35, 1)",3186,0.8691,0.127,0.0013,0.0024,0.0002
BJ_41_72,"(41, 72)",3803,0.208,0.0472,0.1386,0.6038,0.0024
BJ_45_8,"(45, 8)",4103,0.4484,0.5178,0.0038,0.0169,0.0131
BJ_4_26,"(4, 26)",390,0.0369,0.076,0.1018,0.0019,0.025,0.7584
BJ_13_52,"(13, 52)",1235,0.1802,0.0006,0.0116,0.8075,0.0001
BJ_4_32,"(4, 32)",396,0.044,0.0481,0.2275,0.6637,0.0167
BJ_32_88,"(32, 88)",3000,0.4193,0.1435,0.1635,0.0192,0.0049,0.2496
BJ_13_46,"(13, 46)",1229,0.2841,0.0007,0.7152
BJ_41_66,"(41, 66)",3797,0.0046,0.1724,0.8068,0.0162
BJ_13_2,"(13, 2)",1185,0.8972,0.1027,0.0001
BJ_0_4,"(0, 4)",4,0.3705,0.0168,0.0982,0.5101,0.0044
BJ_35_81,"(35, 81)",3266,0.1668,0.0001,0.0621,0.3767,0.3933,0.001
BJ_24_13,"(24, 13)",2197,0.7515,0.0285,0.1111,0.0707,0.0382
BJ_43_88,"(43, 88)",4001,0.0465,0.0003,0.0142,0.7572,0.1787,0.0031
BJ_30_66,"(30, 66)",2796,0.335,0.0003,0.0613,0.1798,0.4191,0.0045
BJ_39_42,"(39, 42)",3591,0.2069,0.0152,0.1127,0.6588,0.0039,0.0025
BJ_44_81,"(44, 81)",4085,0.4067,0.0113,0.5234,0.0528,0.0002,0.0005,0.0051
BJ_39_56,"(39, 56)",3605,0.4536,0.0467,0.1257,0.3548,0.0004,0.0155,0.0033
BJ_30_72,"(30, 72)",2802,0.3265,0.0003,0.0556,0.4173,0.1416,0.0165,0.0385,0.0037
BJ_23_26,"(23, 26)",2119,0.198,0.0014,0.0078,0.7912,0.0016
BJ_37_53,"(37, 53)",3420,0.3091,0.0722,0.437,0.1494,0.0126,0.0002,0.0195
BJ_37_47,"(37, 47)",3414,0.2379,0.014,0.0103,0.6924,0.0454
BJ_16_89,"(16, 89)",1545,0.6179,0.0405,0.1274,0.0026,0.0054,0.205,0.0012
BJ_23_32,"(23, 32)",2125,0.2849,0.0029,0.7122
BJ_11_80,"(11, 80)",1081,0.0626,0.0867,0.1395,0.6131,0.0184,0.0797
BJ_8_32,"(8, 32)",760,0.0529,0.0036,0.0457,0.8977,0.0001
BJ_44_42,"(44, 42)",4046,0.1373,0.1627,0.077,0.6007,0.0223
BJ_39_81,"(39, 81)",3630,0.5093,0.0076,0.0534,0.4168,0.0127,0.0002
BJ_16_62,"(16, 62)",1518,0.4662,0.0372,0.2006,0.2808,0.0152
BJ_1_16,"(1, 16)",107,0.3957,0.0422,0.0718,0.4826,0.0012,0.0065
BJ_16_76,"(16, 76)",1532,0.0833,0.0002,0.0502,0.8663
BJ_44_56,"(44, 56)",4060,0.3032,0.0001,0.0936,0.3937,0.1693,0.0221,0.0179,0.0001
BJ_8_26,"(8, 26)",754,0.1494,0.0081,0.1035,0.7389,0.0001
BJ_43_77,"(43, 77)",3990,0.2382,0.003,0.0274,0.7234,0.008
BJ_6_23,"(6, 23)",569,0.0552,0.0188,0.9258,0.0002
BJ_11_57,"(11, 57)",1058,0.2977,0.1009,0.1643,0.4248,0.0123
BJ_37_90,"(37, 90)",3457,0.2298,0.1747,0.3849,0.1296,0.0624,0.0186
BJ_18_73,"(18, 73)",1711,0.1595,0.0067,0.8336,0.0002
BJ_15_4,"(15, 4)",1369,0.9762,0.0069,0.0058,0.0111
BJ_6_2,"(6, 2)",548,0.4104,0.0186,0.4616,0.1082,0.0012
BJ_33_7,"(33, 7)",3010,0.6508,0.2545,0.0024,0.0823,0.01
BJ_18_67,"(18, 67)",1705,0.2336,0.0024,0.0698,0.6588,0.0009,0.0345
BJ_37_84,"(37, 84)",3451,0.5687,0.0258,0.2087,0.176,0.004,0.0157,0.0011
BJ_6_37,"(6, 37)",583,0.2407,0.0001,0.0253,0.3029,0.3908,0.0344,0.0058
BJ_11_43,"(11, 43)",1044,0.1501,0.0009,0.0003,0.8433,0.0007,0.0047
BJ_43_63,"(43, 63)",3976,0.2068,0.0464,0.2452,0.4639,0.0333,0.0044
BJ_29_53,"(29, 53)",2692,0.3266,0.0002,0.0063,0.6669
BJ_20_77,"(20, 77)",1897,0.4171,0.0118,0.0325,0.4379,0.0093,0.0914
BJ_34_16,"(34, 16)",3110,0.1553,0.0107,0.2865,0.5475
BJ_20_63,"(20, 63)",1883,0.1431,0.0096,0.0353,0.812
BJ_29_47,"(29, 47)",2686,0.1997,0.0022,0.0198,0.7774,0.0009
BJ_27_42,"(27, 42)",2499,0.228,0.0012,0.0004,0.7679,0.0025
BJ_33_37,"(33, 37)",3040,0.146,0.0024,0.0003,0.8415,0.0002,0.0096
BJ_2_84,"(2, 84)",266,0.201,0.0002,0.1343,0.4439,0.1926,0.0278,0.0002
BJ_2_90,"(2, 90)",272,0.0594,0.0088,0.0615,0.869,0.0013
BJ_33_23,"(33, 23)",3026,0.0512,0.0048,0.028,0.8972,0.0123,0.0065
BJ_19_9,"(19, 9)",1738,0.0921,0.0183,0.107,0.7776,0.005
BJ_27_56,"(27, 56)",2513,0.2238,0.0162,0.0609,0.6533,0.0458
BJ_40_26,"(40, 26)",3666,0.1514,0.0594,0.2063,0.542,0.0409
BJ_29_90,"(29, 90)",2729,0.1593,0.0068,0.0067,0.8229,0.0043
BJ_5_72,"(5, 72)",527,0.3156,0.064,0.4719,0.1485
BJ_12_12,"(12, 12)",1104,0.6384,0.0084,0.0773,0.2719,0.004
BJ_5_66,"(5, 66)",521,0.0138,0.0005,0.0534,0.4593,0.4629,0.0101
BJ_29_84,"(29, 84)",2723,0.0967,0.0395,0.7956,0.0676,0.0006
BJ_40_32,"(40, 32)",3672,0.3194,0.0004,0.0024,0.6409,0.0369
BJ_4_0,"(4, 0)",364,0.5725,0.0067,0.0286,0.3922
BJ_17_6,"(17, 6)",1553,0.8594,0.0462,0.0302,0.0618,0.0024
BJ_27_81,"(27, 81)",2538,0.1329,0.1455,0.5651,0.1275,0.029
BJ_20_88,"(20, 88)",1908,0.1628,0.0002,0.0329,0.6493,0.1548
BJ_2_47,"(2, 47)",229,0.016,0.0032,0.1338,0.2633,0.5681,0.0156
BJ_15_33,"(15, 33)",1398,0.1687,0.0001,0.8312
BJ_2_53,"(2, 53)",235,0.3103,0.0394,0.1626,0.2668,0.0311,0.1898
BJ_15_27,"(15, 27)",1392,0.2224,0.0025,0.0174,0.7571,0.0006
BJ_31_5,"(31, 5)",2826,0.8831,0.107,0.0039,0.006
BJ_40_36,"(40, 36)",3676,0.1193,0.0001,0.0361,0.8445
BJ_29_80,"(29, 80)",2719,0.3319,0.0304,0.3893,0.2474,0.001
BJ_5_62,"(5, 62)",517,0.0877,0.0326,0.138,0.729,0.0127
BJ_12_16,"(12, 16)",1108,0.2968,0.0036,0.0617,0.6306,0.0073
BJ_5_76,"(5, 76)",531,0.0833,0.0011,0.0785,0.3087,0.5053,0.0231
BJ_40_22,"(40, 22)",3662,0.2359,0.1357,0.1542,0.4109,0.0633
BJ_31_1,"(31, 1)",2822,0.7587,0.214,0.0116,0.0157
BJ_41_8,"(41, 8)",3739,0.4374,0.0119,0.3003,0.2504
BJ_15_23,"(15, 23)",1388,0.0465,0.0001,0.0187,0.892,0.0427
BJ_2_57,"(2, 57)",239,0.3668,0.0007,0.0131,0.0621,0.5024,0.0001,0.0548
BJ_15_37,"(15, 37)",1402,0.2029,0.0001,0.7889,0.004,0.0041
BJ_2_43,"(2, 43)",225,0.1331,0.0002,0.0393,0.5492,0.2693,0.0089
BJ_27_85,"(27, 85)",2542,0.0682,0.0001,0.0668,0.8493,0.0147,0.0009
BJ_4_4,"(4, 4)",368,0.2721,0.0553,0.1389,0.0011,0.0029,0.5061,0.0236
BJ_17_2,"(17, 2)",1549,0.9686,0.0117,0.0196,0.0001
BJ_29_43,"(29, 43)",2682,0.1991,0.0097,0.0344,0.6923,0.0106,0.0539
BJ_20_67,"(20, 67)",1887,0.1122,0.0126,0.0461,0.8072,0.0219
BJ_34_12,"(34, 12)",3106,0.9978,0.0022
BJ_20_73,"(20, 73)",1893,0.2254,0.0246,0.121,0.6266,0.0024
BJ_29_57,"(29, 57)",2696,0.147,0.0002,0.0495,0.2352,0.5667,0.0014
BJ_27_52,"(27, 52)",2509,0.2789,0.0002,0.7209
BJ_33_27,"(33, 27)",3030,0.5775,0.0013,0.4087,0.0125
BJ_2_80,"(2, 80)",262,0.4699,0.1036,0.2917,0.1347,0.0001
BJ_5_89,"(5, 89)",544,0.2285,0.0005,0.0548,0.2697,0.3574,0.0127,0.0764
BJ_33_33,"(33, 33)",3036,0.2168,0.0026,0.0194,0.7535,0.0077
BJ_27_46,"(27, 46)",2503,0.1812,0.0018,0.004,0.8128,0.0002
BJ_8_22,"(8, 22)",750,0.0003,0.0033,0.2332,0.0015,0.7617
BJ_44_52,"(44, 52)",4056,0.4989,0.0123,0.1665,0.2494,0.0034,0.0682,0.0013
BJ_16_72,"(16, 72)",1528,0.1211,0.0034,0.005,0.868,0.0025
BJ_1_12,"(1, 12)",103,0.292,0.0454,0.1688,0.4862,0.0076
BJ_16_66,"(16, 66)",1522,0.0863,0.0344,0.4717,0.3343,0.0733
BJ_39_85,"(39, 85)",3634,0.2627,0.0001,0.0302,0.6378,0.0689,0.0003
BJ_44_46,"(44, 46)",4050,0.0556,0.0125,0.3086,0.6169,0.0064
BJ_8_36,"(8, 36)",764,0.0344,0.0005,0.9619,0.0032
BJ_43_67,"(43, 67)",3980,0.0531,0.0029,0.2021,0.697,0.0449
BJ_11_47,"(11, 47)",1048,0.0732,0.011,0.0403,0.8755
BJ_6_33,"(6, 33)",579,0.2765,0.0393,0.404,0.2746,0.0056
BJ_30_89,"(30, 89)",2819,0.0746,0.018,0.0785,0.823,0.0059
BJ_37_80,"(37, 80)",3447,0.193,0.0333,0.4285,0.3451,0.0001
BJ_18_63,"(18, 63)",1701,0.1205,0.019,0.0431,0.8028,0.0035,0.0111
BJ_33_3,"(33, 3)",3006,0.8445,0.1555
BJ_15_0,"(15, 0)",1365,0.4173,0.1787,0.2433,0.1407,0.02
BJ_6_6,"(6, 6)",552,0.4182,0.0128,0.5031,0.0658,0.0001
BJ_18_77,"(18, 77)",1715,0.1144,0.002,0.7631,0.0031,0.1174
BJ_20_9,"(20, 9)",1829,0.3136,0.0012,0.0082,0.6764,0.0006
BJ_11_53,"(11, 53)",1054,0.2159,0.0439,0.1421,0.5981
BJ_6_27,"(6, 27)",573,0.1723,0.0003,0.0758,0.1759,0.5757
BJ_43_73,"(43, 73)",3986,0.0471,0.0001,0.005,0.9452,0.0026
BJ_30_76,"(30, 76)",2806,0.1977,0.1005,0.1983,0.4783,0.0119,0.0133
BJ_39_52,"(39, 52)",3601,0.1967,0.0003,0.2398,0.4299,0.1211,0.0117,0.0005
BJ_44_85,"(44, 85)",4089,0.3491,0.0003,0.0291,0.5211,0.0934,0.0046,0.0024
BJ_39_46,"(39, 46)",3595,0.2617,0.0003,0.0309,0.3515,0.3556
BJ_18_88,"(18, 88)",1726,0.3629,0.0006,0.2522,0.3244,0.0503,0.0003,0.0078,0.0015
BJ_30_62,"(30, 62)",2792,0.0785,0.0468,0.1149,0.681,0.0788
BJ_24_17,"(24, 17)",2201,0.7913,0.0004,0.2081,0.0002
BJ_11_84,"(11, 84)",1085,0.141,0.1048,0.3501,0.3703,0.005,0.0288
BJ_23_36,"(23, 36)",2129,0.2513,0.0009,0.0037,0.7432,0.0009
BJ_8_9,"(8, 9)",737,0.4588,0.0657,0.1805,0.2947,0.0003
BJ_37_43,"(37, 43)",3410,0.4337,0.0068,0.2634,0.2956,0.0005
BJ_37_57,"(37, 57)",3424,0.4576,0.0002,0.1111,0.3525,0.0786
BJ_23_22,"(23, 22)",2115,0.3523,0.0815,0.2051,0.356,0.0003,0.0048
BJ_11_90,"(11, 90)",1091,0.2022,0.0169,0.398,0.3783,0.0038,0.0007,0.0001
BJ_46_57,"(46, 57)",4243,0.3283,0.0475,0.4154,0.2086,0.0002
BJ_14_77,"(14, 77)",1351,0.2918,0.0191,0.1149,0.5691,0.0018,0.0033
BJ_3_17,"(3, 17)",290,0.2863,0.0621,0.1532,0.4809,0.0175
BJ_14_63,"(14, 63)",1337,0.1665,0.0001,0.0411,0.1106,0.6752,0.0065
BJ_46_43,"(46, 43)",4229,0.6843,0.0153,0.2157,0.0115,0.0554,0.0178
BJ_35_85,"(35, 85)",3270,0.0752,0.0002,0.0073,0.5792,0.3381
BJ_13_6,"(13, 6)",1189,0.7576,0.2007,0.0047,0.0114,0.0256
BJ_0_0,"(0, 0)",0,0.2881,0.0388,0.1135,0.559,0.0006
BJ_41_62,"(41, 62)",3793,0.1693,0.0225,0.0931,0.7075,0.0076
BJ_13_42,"(13, 42)",1225,0.1709,0.0001,0.0014,0.8267,0.0009
BJ_4_36,"(4, 36)",400,0.2241,0.0008,0.0009,0.7742
BJ_13_56,"(13, 56)",1239,0.2961,0.0002,0.0002,0.7035
BJ_4_22,"(4, 22)",386,0.2421,0.0548,0.4836,0.1895,0.03
BJ_41_76,"(41, 76)",3807,0.0245,0.0368,0.4026,0.5297,0.0064
BJ_35_5,"(35, 5)",3190,0.9778,0.0222
BJ_32_73,"(32, 73)",2985,0.3263,0.1217,0.2893,0.1537,0.0108,0.0969,0.0013
BJ_32_67,"(32, 67)",2979,0.1904,0.0783,0.6762,0.0233,0.0067,0.0203,0.0048
BJ_41_89,"(41, 89)",3820,0.2357,0.0002,0.0179,0.1263,0.6177,0.0022
