TIF,POI_0,POI_1,POI_2,POI_3,POI_4,POI_5,POI_6,POI_7,POI_8,POI_9,POI_10,POI_11,POI_12,POI_13
455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,1.0
1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23856062735983122,0.23856062735983122,0.0,2.0
3268,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,9.0
2304,0.03508470295831139,0.07016940591662278,0.38593173254142527,0.5087281928955151,0.04385587869788923,0.03508470295831139,0.10525410887493418,0.15788116331240126,0.30699115088522466,0.026313527218733545,0.07016940591662278,0.15788116331240126,0.3157623266248025,0.22805056922902406,279.0
1372,0.20068666377598746,0.0,0.0,0.0,0.0,0.20068666377598746,0.20068666377598746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
322,0.0,0.0,0.36919779561861943,0.0,0.0,0.0,0.22151867737117167,0.0,0.07383955912372388,0.0,0.0,0.0,0.5168769138660672,0.07383955912372388,17.0
3831,0.04640845203158349,0.0,0.09281690406316698,0.04640845203158349,0.41767606828425136,0.18563380812633395,0.04640845203158349,0.0,0.3248591642210844,0.04640845203158349,0.0,0.13922535609475048,0.04640845203158349,0.13922535609475048,33.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34948500216800943,0.0,0.0,0.17474250108400471,0.17474250108400471,0.0,4.0
2539,0.0,0.0,0.0,0.34948500216800943,0.0,0.0,0.17474250108400471,0.0,0.0,0.0,0.0,0.0,0.17474250108400471,0.0,4.0
2402,0.010398972416763772,0.05719434829220075,0.28077225525262184,0.3379666035448226,0.0,0.01559845862514566,0.16118407245983848,0.1091892103760196,0.22357790696042112,0.07279280691734641,0.0779922931257283,0.35876454837835015,0.8163193347159561,0.1975804759185117,523.0
